emsno,工廠名稱,uniformno,county,township,facilityaddress,industryareaname,industryid,industryname,TWD97X,TWD97Y,wgs84lon,wgs84lat,isair,iswater,iswaste,istoxic,issoil,airreleasedate,waterreleasedate,wastereleasedate,toxicreleasedate,soilreleasedate,industrygroup,admino,facno
B8614044,興揚工業社,17798846,臺中市,豐原區,臺中市豐原區三和路五七八巷二三號,,,,219338.7352,2680145.857,120.698106,24.226545,1,0,0,0,0,,,,,,0,66000,
B8614106,承明塑膠工業股份有限公司二廠,84374903,臺中市,豐原區,臺中市豐原區鎌村路三九巷一○八弄二六號,非屬工業區類,,,222622.7223,2680944.412,120.730425,24.233816,1,0,0,0,0,,,,,,0,66000,
B8614115,臻誠實業股份有限公司,,臺中市,豐原區,臺中市豐原區朴子街三六四巷二三號,,,,223354.2143,2685407.874,120.737545,24.27413,1,0,0,0,0,,,,,,0,66000,S6601582
B8614124,塑晟實業股份有限公司,,臺中市,豐原區,臺中市豐原區三和路四三五之二號,,,,219861.673,2680377.426,120.70325,24.228646,1,0,0,0,0,,,,,,0,66000,S6600152
B8614151,奇龍國際股份有限公司,,臺中市,豐原區,臺中市豐原區朴子街五一○號,,,,222824.0331,2684978.499,120.732331,24.270244,1,0,0,0,0,,,,,,0,66000,S6600117
B8614526,金品模具有限公司一廠,54899847,臺中市,豐原區,臺中市豐原區社皮路一二三巷五弄一三一號,,,,219503.3644,2681748.084,120.699693,24.241015,1,0,0,0,0,,,,,,0,66000,
B8614535,佶唐企業社,80823750,臺中市,豐原區,臺中市豐原區豐南街九二巷二二六號,,,,220914.2016,2680990.011,120.713601,24.234197,1,0,0,0,0,,,,,,0,66000,
B8614544,呈悅工業有限公司一廠,28506830,臺中市,豐原區,臺中市豐原區東洲路一八六巷三○號,,,,220747.5641,2684441.392,120.71189,24.265357,1,0,0,0,0,,,,,,0,66000,
B8614599,源豐本汽車工業有限公司分廠,28504495,臺中市,豐原區,臺中市豐原區南陽路五九巷二五之六號,,,,222659.5376,2681392.222,120.730779,24.23786,1,0,0,0,0,,,,,,0,66000,
B8700670,富山預拌混凝土有限公司東勢廠,60207928,臺中市,東勢區,臺中市東勢區茂興里東蘭路二○五之九號,非屬工業區類,2332,預拌混凝土製造業,229770.2429,2688749.267,120.800694,24.304396,1,1,1,0,0,,,,,,233,,
B8700858,宏毅興業股份有限公司,,臺中市,東勢區,臺中市東勢區石城街四八三號,,,,228146.652,2686731.675,120.784729,24.286157,1,0,0,0,0,,,,,,0,,
B8701551,東光泡棉廠,,臺中市,東勢區,臺中市東勢區東關路六段五九九號,,,,233352.4079,2680790.31,120.836078,24.232575,1,0,0,0,0,,,,,,0,,
B8800013,樺茂科技股份有限公司,27851073,臺中市,大甲區,臺中市大甲區日南里工四路七號,台中幼獅工業區,1830,肥料及氮化合物製造業,215050.2132,2699289.496,120.6554146,24.39930422,1,1,0,0,0,,,,,,183,,
B8800022,北裕塑膠工業股份有限公司大甲廠,80619201,臺中市,大甲區,臺中市大甲區日南里青年路一二五號、幼五路六號,大甲幼獅工業區,2201,塑膠皮、板及管材製造業,214515.7211,2699630.709,120.6501364,24.40237293,1,1,1,0,0,,,,,,220,66000,
B8800031,新加坡商矽比科亞洲有限公司寶琳分公司大甲廠,27246082,臺中市,大甲區,臺中市大甲區日南里工六路六號,台中幼獅工業區,2399,未分類其他非金屬礦物製品製造業,214532.1213,2699382.709,120.6503043,24.40013413,1,1,1,1,0,,,,,,239,66000,66000190
B8800120,祥杰順科技股份有限公司,53159041,臺中市,大甲區,臺中市大甲區德化里東西八路一段三三七巷一號,非屬工業區類,3132,自行車零件製造業,211368.2136,2695579.846,120.6192131,24.36572313,1,0,1,0,0,,,,,,313,,
B8800184,美商瑞盟亞洲股份有限公司台灣分公司,16839094,臺中市,大甲區,臺中市大甲區日南里東二街二一號,大甲幼獅工業區,3313,樂器製造業,215475.0312,2699787.888,120.6595909,24.40381364,1,0,1,0,0,,,,,,331,,
B8800380,井田國際醫藥廠股份有限公司,24430803,臺中市,大甲區,臺中市大甲區日南里幼獅路三二號,台中幼獅工業區,2002,西藥製造業,214622.2734,2699951.31,120.651179,24.40527,1,1,1,1,0,,,,,,200,66000,
B8800399,久津實業股份有限公司大甲廠,59003799,臺中市,大甲區,臺中市大甲區日南里東六街一八號,大甲幼獅工業區,897,膳食及菜餚製造業,215570.7612,2699802.319,120.6605345,24.40394606,1,1,0,0,0,,,,,,89,,
B8800424,臺中市生命禮儀管理所-大甲火化場,,臺中市,大甲區,臺中市大甲區中山路一段一一五八巷五○號,,,,213113.5687,2694205.601,120.6364519,24.35335734,1,0,0,0,0,,,,,,963,,
B8800719,陽明電機股份有限公司台中廠,7724971,臺中市,大甲區,臺中市大甲區日南里工二路五號,,,,214318.0614,2700032.069,120.6481775,24.40599226,1,0,0,0,0,,,,,,269,,
B8800755,昌益塑膠有限公司,80083657,臺中市,大甲區,臺中市大甲區日南里工十路一○之二號,,,,214810.7565,2698989.728,120.6530611,24.39659224,1,0,0,0,0,,,,,,220,,
B8800764,展奕金屬企業有限公司,28386151,臺中市,大甲區,臺中市大甲區日南里青年路一二六號,,,,214515.7211,2699630.709,120.6501364,24.40237293,1,0,0,0,0,,,,,,249,,
B8800808,興鋐緯有限公司,53969485,臺中市,大甲區,臺中市大甲區日南里幼獅路二一號,台中幼獅工業區,2544,金屬表面處理業,214289.7715,2700173.109,120.6478951,24.40726506,1,0,1,0,1,,,,,,254,,
B8800844,茂雄金屬股份有限公司大甲廠,22303247,臺中市,大甲區,臺中市大甲區日南里幼九路二○號,非屬工業區類,,,215299.7918,2699101.158,120.6578799,24.39760931,1,0,0,0,0,,,,,,249,,
B8801038,北裕塑膠工業股份有限公司大甲二廠,80619201,臺中市,大甲區,臺中市大甲區青年路一三七、一三九號,大甲幼獅工業區,2201,塑膠皮、板及管材製造業,214785.2515,2699354.36,120.6528007,24.3998839,1,0,0,0,0,,,,,,220,,
B8801145,台中瑞興織嘜有限公司,54236643,臺中市,大甲區,臺中市大甲區日南里工二路六之一號,大甲幼獅工業區,1159,其他紡織品製造業,214975.6929,2699488.354,120.654675,24.40109802,1,1,1,0,0,,,,,,115,,
B8801154,偉兒達工業股份有限公司,16579127,臺中市,大甲區,臺中市大甲區日南里青年路一四六、一四六之一、一四六之二號,,,,214815.7619,2699286.848,120.6531031,24.39927504,1,0,0,0,0,,,,,,439,,
B8801243,冠億齒輪股份有限公司幼三廠,36108173,臺中市,大甲區,臺中市大甲區日南里幼三路三號,台中幼獅工業區,2412,鋼鐵鑄造業,214391.8387,2700246.532,120.6488996,24.40793032,1,1,0,0,1,,2014/10/28,,,,241,,
B8801529,標緻印刷廠,38876065,臺中市,大甲區,臺中市大甲區江南里東西六路一段二一二號,,,,213918.8234,2695885.555,120.6443459,24.36854442,1,0,0,0,0,,,,,,0,,
B8801574,冠億精密鑄造工業股份有限公司,24579017,臺中市,大甲區,臺中市大甲區日南里幼三路三號,台中幼獅工業區,2412,鋼鐵鑄造業,214383.8083,2700263.355,120.64882,24.408082,1,1,1,1,1,,,,,,241,66000,66003855
B8801636,偉聖塑膠實業股份有限公司,56700624,臺中市,大甲區,臺中市大甲區銅安里中山路二段一一七三號,,,,213708.0348,2701123.437,120.642135,24.415832,1,0,0,0,0,,,,,,0,,
B8801645,禎佶祥實業股份有限公司三廠,96886739,臺中市,大甲區,臺中市大甲區幸福里長安路二○之六號,非屬工業區類,2209,其他塑膠製品製造業,214611.296,2700143.387,120.651066,24.407004,1,1,1,1,1,,2018/10/23,,,,220,,
B8801743,慶泰樹脂化學股份有限公司二廠,35891957,臺中市,大甲區,臺中市大甲區工二路五八、五八之一、六○號,大甲幼獅工業區,1920,塗料、染料及顏料製造業,215294.6462,2699188.305,120.657827,24.398396,1,1,1,0,1,,,,,,192,,
B8801832,美商瑞盟亞洲股份有限公司台灣分公司二廠,16839094,臺中市,大甲區,臺中市大甲區日南里工六路九號,,3313,樂器製造業,214618.5652,2699404.521,120.651156,24.400333,1,0,1,0,0,,,,,,331,66000,
B8801994,同泰電子科技股份有限公司東二廠,23983947,臺中市,大甲區,臺中市大甲區日南里東二街二八號,台中幼獅工業區,2630,印刷電路板製造業,215487.8839,2699939.634,120.659714,24.405184,1,1,1,1,0,,,,2021/2/20,,263,66000,66005376
B8802062,東鑫車業股份有限公司,24273851,臺中市,大甲區,臺中市大甲區頂店里大發路一五二號,,,,212639.9765,2694141.801,120.631786,24.35277,1,0,0,0,0,,,,,,0,,
B8802142,同泰電子科技股份有限公司幼七廠,23983947,臺中市,大甲區,臺中市大甲區日南里工二路三三號,大甲幼獅工業區,2630,印刷電路板製造業,215099.3168,2699441.863,120.655895,24.400681,1,1,1,0,0,,2024/5/10,,,,263,,
B8802151,三晃股份有限公司大甲廠,55738290,臺中市,大甲區,臺中市大甲區日南里青年路一四○號,台中幼獅工業區,1810,化學原材料製造業,214785.1842,2699354.263,120.6528,24.399883,1,1,1,1,0,,,,,,181,,
B8802160,永信藥品工業股份有限公司生技食品廠,56065601,臺中市,大甲區,臺中市大甲區日南里工九路二七、二七之一號,台中幼獅工業區,898,保健營養食品製造業,215014.7367,2699934.822,120.655049,24.40513,1,1,1,0,0,,,,,,89,,
B8802179,野寶科技股份有限公司頂店廠,56670396,臺中市,大甲區,臺中市大甲區頂店里南北一路一○○號,非屬工業區類,3132,自行車零件製造業,213105.3262,2695511.275,120.636337,24.365146,1,1,1,0,0,,,,,,313,66000,66006323
B8802517,壯佳果股份有限公司幼獅廠,31096846,臺中市,大甲區,臺中市大甲區日南里幼九路六號,台中幼獅工業區,1599,未分類其他紙製品製造業,215042.4897,2698654.758,120.655354,24.393573,1,1,0,0,0,,,,,,159,66000,
B8802624,維鎂科技工業有限公司二廠,70664676,臺中市,大甲區,臺中市大甲區工七路五號一樓,,3132,自行車零件製造業,214881.6004,2700109.815,120.653732,24.406707,1,0,1,0,0,,,2018/12/5,,,313,,
B8802633,維格工業股份有限公司二廠,56642152,臺中市,大甲區,臺中市大甲區日南里工七路五號一樓,台中幼獅工業區,2422,鋁鑄造業,214881.6004,2700109.815,120.653732,24.406707,1,1,1,0,1,,,,,,242,66000,66005912
B8802713,大甲化工實業股份有限公司二廠,56660572,臺中市,大甲區,臺中市大甲區重義三路二六巷六八號、七二號,非屬工業區類,1920,塗料、染料及顏料製造業,210811.4662,2692163.482,120.613819,24.334863,1,1,1,0,0,,,,,,192,66000,66007845
B8802937,明昌國際工業股份有限公司大發廠,55712046,臺中市,大甲區,臺中市大甲區頂店里大發路一六八號,非屬工業區類,2599,未分類其他金屬製品製造業,212677.3973,2694172.713,120.632154,24.35305,1,1,1,0,0,,,,,,259,66000,66006614
B8803238,台灣琦麗樹脂化工股份有限公司二廠,84227001,臺中市,大甲區,臺中市大甲區長安路安利巷六八號,非屬工業區類,1920,塗料、染料及顏料製造業,215639.4983,2697442.517,120.661269,24.382641,1,0,1,0,0,,,,,,192,,
B8803498,喬廣科技股份有限公司,53643220,臺中市,大甲區,臺中市大甲區東二街一一號,台中幼獅工業區,2412,鋼鐵鑄造業,215475.7822,2699637.192,120.659602,24.402453,1,1,1,0,0,,,,,,241,,
B8803756,冠億壓鑄工業股份有限公司,66642027,臺中市,大甲區,臺中市大甲區日南里青年路一一五號,台中幼獅工業區,2422,鋁鑄造業,214500.7679,2699910.526,120.649982,24.404899,1,0,1,0,1,,,,,,242,66000,
B8803881,台昌彩藝工業股份有限公司大甲廠,52400800,臺中市,大甲區,臺中市大甲區通天路一三八之一號,非屬工業區類,1602,印刷輔助業,215359.423,2697278.179,120.658512,24.381151,1,0,1,0,0,,,,,,160,,
B8803907,英屬維京群島商逸諾實業有限公司台灣分公司,53673223,臺中市,大甲區,臺中市大甲區通天路一三八之二號,非屬工業區類,1602,印刷輔助業,215391.9234,2697211.535,120.658834,24.38055,1,0,1,0,0,,,,,,160,66000,
B8803970,台亞石油股份有限公司-台亞大甲橋加油站,16839714,臺中市,大甲區,臺中市大甲區中山路一段六一號,非屬工業區類,1700,石油及煤製品製造業,210144.0629,2691165.791,120.60727,24.325838,1,0,0,0,0,,,,,,170,,
B8804682,育華工業股份有限公司,86335808,臺中市,大甲區,臺中市大甲區東西七路一段五○號,,,,213409.5748,2695662.326,120.639332,24.366517,1,0,0,0,0,,,,,,0,,
B8804726,三和億塑膠有限公司,,臺中市,大甲區,臺中市大甲區大安港路四○七之五號,,,,210039.9621,2694684.431,120.606146,24.357605,1,0,0,0,0,,,,,,0,,
B8805009,冠億金屬熱處理股份有限公司,82779463,臺中市,大甲區,臺中市大甲區日南里幼獅路五二、五二之一號,台中幼獅工業區,2543,金屬熱處理業,214990.9208,2699656.997,120.654821,24.402621,1,0,1,0,0,,,,,,254,,
B8805027,穎達網版印刷有限公司,,臺中市,大甲區,臺中市大甲區文曲路五九八巷二號,,,,211050.2412,2692749.82,120.616156,24.340163,1,0,0,0,0,,,,,,0,,
B8805312,奧立璞企業股份有限公司,,臺中市,大甲區,臺中市大甲區東西八路一段一三八號,,,,212722.1653,2695485.37,120.632561,24.364903,1,0,0,0,0,,,,,,0,,
B8805321,升邁工業股份有限公司,22111493,臺中市,大甲區,臺中市大甲區中山路一段一一五八巷五之七號,,,,212893.4013,2694437.511,120.634276,24.355446,1,0,0,0,0,,,,,,0,,
B8805330,孜豐科技股份有限公司,,臺中市,大甲區,臺中市大甲區經國路一四九七、一五○一號,,,,214309.728,2698807.114,120.648126,24.394932,1,0,0,0,0,,,,,,0,,
B8805438,宏記塑膠廠工業股份有限公司,,臺中市,大甲區,臺中市大甲區橫圳街七三號,,,,211072.7621,2694217.811,120.616338,24.353418,1,0,0,0,0,,,,,,0,,
B8805447,聚陽塑膠股份有限公司,,臺中市,大甲區,臺中市大甲區中山路一段四二二之一號,,,,211093.381,2692276.225,120.616594,24.335888,1,0,0,0,0,,,,,,0,,
B8805456,永荃塑膠股份有限公司,,臺中市,大甲區,臺中市大甲區大安港路二四一號,,,,210541.7702,2694243.321,120.611104,24.353635,1,0,0,0,0,,,,,,0,,
B8805465,亞洛德有限公司,,臺中市,大甲區,臺中市大甲區東六街一一號,,,,215651.5649,2699684.497,120.661334,24.402884,1,0,0,0,0,,,,,,0,,
B8805616,超聯科技股份有限公司,,臺中市,大甲區,臺中市大甲區工七路二八號,,,,214916.7215,2699958.989,120.654082,24.405346,1,0,0,0,0,,,,,,0,,
B8805689,廣源造紙股份有限公司台中二廠,50301500,臺中市,大甲區,臺中市大甲區日南里幼獅路八一、八一之一號,,,,215465.3527,2699231.079,120.659509,24.398786,1,0,0,0,0,,,,,,0,,
B8805796,揚燁企業社,,臺中市,大甲區,臺中市大甲區興安路三二一巷九九之一號,,,,209264.8005,2693139.182,120.59855,24.343633,1,0,0,0,0,,,,,,0,,
B8806686,江岱電機行股份有限公司,,臺中市,大甲區,臺中市大甲區東安路一四八號,,,,209633.3786,2691625.102,120.602225,24.329972,1,0,0,0,0,,,,,,0,,
B8806766,長庚企業社,,臺中市,大甲區,臺中市大甲區中山路一段一四五五之五號,,,,213054.6938,2694928.284,120.635853,24.359881,1,0,0,0,0,,,,,,0,,
B8806775,明勵印刷實業股份有限公司大甲廠,,臺中市,大甲區,臺中市大甲區中山路一段三二五號,,,,210769.0732,2691917.06,120.613408,24.332637,1,0,0,0,0,,,,,,0,,
B8806819,野賀有限公司,83499996,臺中市,大甲區,臺中市大甲區南北三路四五○巷五號,,,,212257.1939,2696771.143,120.627944,24.376501,1,0,0,0,0,,,,,,0,,
B8806864,煜昌科技股份有限公司二廠,,臺中市,大甲區,臺中市大甲區長壽路三九之一七號,,,,213678.8265,2701554.683,120.641836,24.419725,1,0,0,0,0,,,,,,0,,
B8806882,榮成閥業股份有限公司,,臺中市,大甲區,臺中市大甲區黎明路二六之三號,,,,215462.683,2698928.614,120.65949,24.396055,1,0,0,0,0,,,,,,0,,
B8806944,億昇倉儲企業股份有限公司大甲潤滑油一廠,,臺中市,大甲區,臺中市大甲區東一街一五之一號,,,,215534.5495,2699323.39,120.660189,24.399621,1,0,0,0,0,,,,,,0,,
B8806980,大力卜床業有限公司,80702926,臺中市,大甲區,臺中市大甲區賢仁路六一之一○號一樓,,,,211466.8905,2694938.295,120.620203,24.359933,1,0,0,0,0,,,,,,0,,
B8807049,佑益科技實業股份有限公司中山廠,5791333,臺中市,大甲區,臺中市大甲區龍泉里中山路二段八九五號,,1601,印刷業,213867.4664,2699311.181,120.643753,24.399473,1,0,1,0,0,,,,,,160,66000,
B8807432,良久塑膠企業有限公司一廠,53511797,臺中市,大甲區,臺中市大甲區經國路一一六五巷六號,非屬工業區類,2201,塑膠皮、板及管材製造業,212457.7678,2694987.897,120.629968,24.360405,1,0,0,0,0,,,,,,220,66000,
B8807487,歐聖科技股份有限公司,25162369,臺中市,大甲區,臺中市大甲區長安路六四之二號,,,,216204.1414,2698340.81,120.666814,24.390764,1,0,0,0,0,,,,,,0,,
B8807530,穎錫工業股份有限公司,,臺中市,大甲區,臺中市大甲區重義三路二六巷五五號,,,,210745.2282,2692136.974,120.613167,24.334622,1,0,0,0,0,,,,,,0,66000,
B8807567,程源塑膠有限公司二廠,80236859,臺中市,大甲區,臺中市大甲區和平路四七一號,,,,211943.1951,2695372.599,120.624886,24.363866,1,0,0,0,0,,,,,,0,66000,
B8807629,廣全企業股份有限公司,22232861,臺中市,大甲區,臺中市大甲區東西五路一段二九一號,,,,211794.1551,2696643.805,120.623383,24.37534,1,0,0,0,0,,,,,,0,66000,
B8807843,台姿記工業股份有限公司二廠,22804642,臺中市,大甲區,臺中市大甲區日南里工六路一六號,台中幼獅工業區,2544,金屬表面處理業,214677.0667,2699274.791,120.651736,24.399163,1,1,1,0,0,,,,,,254,66000,66012203
B8807898,綠億綠建材股份有限公司,96659397,臺中市,大甲區,臺中市大甲區大發路一六六號,非屬工業區類,2321,耐火材料製造業,212677.3973,2694172.713,120.632154,24.35305,1,0,0,0,0,,,,,,232,66000,
B8807923,溥源電機股份有限公司三廠,,臺中市,大甲區,臺中市大甲區經國路一四八三號,,,,213204.043,2695239.889,120.637317,24.362698,1,0,0,0,0,,,,,,0,66000,
B8807932,鐘毅型鋼實業股份有限公司二廠,23967209,臺中市,大甲區,臺中市大甲區東西六路一段三九九號,,,,211175.7335,2696458.652,120.617292,24.373653,1,0,0,0,0,,,,,,0,66000,P6601500
