醫療院所,縣市,鄉鎮市區,地址,電話,TWD97X,TWD97Y
楊內科診所,苗栗縣,竹南鎮,光復路27號1樓,476360,237742.437,2730686.654
楊文夫內科小兒科診所,屏東縣,屏東市,民族路251號,08 7339929,196948.09,2507889.2
楊文昌診所,高雄市,林園區,東林西路281號,07 6436411,187197.787,2489387.728
楊文彬耳鼻喉科診所,桃園市,桃園區,春日路850號1樓,3150628   3790180,281225.26,2767452.98
楊文澤小兒科診所,臺中市,大里區,塗城路864號,04 4930319,219023.8,2665148.37
楊氏診所,臺北市,大安區,光復南路280巷24號3、4、5樓,27763008,306150.0129,2770312.898
楊氏診所,桃園市,桃園區,新埔六街199號1樓,(03)3567299,280406.31,2767646.77
楊牙醫診所,臺南市,北區,正覺里西門路四段546號1-2樓,06-2517478,169224.64,2546436.15
楊牙醫診所,臺中市,大里區,上興街二段171號,04 24921519,219507.15,2665520.64
楊牙醫診所,桃園市,桃園區,三民路三段166號1樓、2樓,03 -3383168,280865.2,2765102.42
楊世仁診所,彰化縣,埔鹽鄉,好修村中正路199之2號,04 8657299,195513.171,2655110.363
楊世銘佑安診所,雲林縣,麥寮鄉,麥津村中山路412之5號,05-6930868,173644.943,2627579.273
楊史伯牙醫診所,臺中市,西區,五權西二街32號,04 3725222,215820.8226,2670452.345
楊外科婦產科診所,臺中市,清水區,光華路110號,04 6237126,206665.49,2684516.64
楊外科婦產科診所.,臺中市,東區,進化路96號,04 22124274,218971.0306,2671040.85
楊外骨科診所,基隆市,仁愛區,仁二路二十一號一、二樓,(02)24257163,325658.895,2780111.188
楊正全聯合診所,桃園市,八德區,介壽路一段八三三號,03 3626225,280290.33,2761566.86
楊永銓中醫診所,臺中市,南區,復興路三段148之1號,04 22201965,216835.5695,2669500.84
楊玉隆家庭醫學科診所,彰化縣,埔心鄉,員鹿路二段三二七號,04-8290099,203562.396,2649860.556
楊皮膚科診所,臺中市,中區,民族路155號,04 2275079,217241.5582,2670686.545
楊皮膚科診所,高雄市,旗山區,延平一路679號,07 6625322,196977.56,2531514.501
楊光復健診所,基隆市,仁愛區,愛三路120號4、5樓,(02)24292288,324984.211,2780342.735
楊光榮嗓音耳鼻喉科診所,臺北市,中山區,民權東路二段56號(實際開業地址：1樓及2樓),225631398,303558.7713,2772789.939
楊同榮診所,彰化縣,溪湖鎮,西環路27號,04-8850575,197217.076,2650206.872
楊向榮耳鼻喉科診所,臺北市,文山區,羅斯福路五段223號,229314554,304423.5479,2766106.428
楊安診所,新北市,永和區,仁愛路303號1樓,02-22324943,300844.9678,2766752.268
楊耳鼻喉科診所,高雄市,左營區,後昌路731號,07 3651536,177762.192,2512263.161
楊耳鼻喉科診所,基隆市,仁愛區,仁二路115號,02 4245212,325431.402,2780095.869
楊耳鼻喉科診所,新竹市,東區,中正路255號,03 5315348,246336.7,2745038.52
楊克寧婦產科診所,苗栗縣,苗栗市,博愛路79號,37322186,245716.33,2727619.1
楊宏源診所,苗栗縣,苗栗市,青苗里10鄰至公路28號,37352120,231745.03,2716749.4
楊志明診所,桃園市,楊梅區,民族路5段265-267號,34201088,267237.82,2761165.52
楊志泰小兒科診所,彰化縣,彰化市,興北里長壽街一六八號,04-7231958,203448.37,2664354.67
楊孟達身心精神科診所,新北市,板橋區,文化路一段275號1樓,02-2255-5222,296900.0078,2767914.184
楊宗源牙醫診所,基隆市,信義區,東明路二十二號,(02)24668824,326853.16,2780145.602
楊宗憲診所,高雄市,楠梓區,德賢路165號1-2樓,07-3663511,178771.14,2514174.93
楊宜璋耳鼻喉科診所,高雄市,左營區,明誠二路362號1樓,07-5591007,178805.113,2506939.003
楊延壽診所,桃園市,龍潭區,中正路298號1樓,03-4899242,271983.73,2750477.2
楊性聰牙醫診所,臺東縣,臺東市,四維路三段120號,089-231231,264560.692,2518380.144
楊明小兒科診所,桃園市,楊梅區,新農街551號,03-4854580,266412.61,2756163.31
楊明仁診所,高雄市,苓雅區,憲政路258之1、258之2號(1樓),07-2232223,180190.064,2504224.064
楊明牙醫診所,臺中市,烏日區,中山路一段三六六號,04 23386169,213238.2615,2667060.595
楊明牙醫診所,桃園市,楊梅區,新農街403號1樓及405號1樓,,265917.2,2756078.84
楊明輝中醫診所,臺中市,沙鹿區,沙田路64-2號1樓,04-26367868,205208.59,2680918.17
楊明耀牙醫診所,高雄市,新興區,中正四路56號,07 2863378,178030.28,2503582.05
楊東穎診所,高雄市,左營區,自由三路327號1樓,73505726,179288.308,2508370.565
楊欣診所,桃園市,楊梅區,楊新路99號,34782542,264642.07,2756173.8
楊俊士診所,臺南市,新營區,民榮里復興路129之4號,06-6353953,179375.44,2578039.81
楊俊明牙醫診所,臺中市,烏日區,三民街一四五號,04 3372693,211579.2673,2666955.655
楊思亮診所,新北市,板橋區,文化路二段4號,,297310.2141,2768511.441
楊是韻皮膚科診所,臺北市,士林區,中山北路六段298號1樓,28359777,303016.8629,2778127.492
楊為理皮膚科診所,臺南市,安平區,國平里府平路7號1樓,06-2970500,165326.33,2543004.11
楊秋龍診所,高雄市,鳳山區,大明路163號,07 7230191,182298.49,2501248.96
楊英隆內兒科診所,高雄市,三民區,九如二路419號,07 3116281,178137.339,2504716.946
楊貞芳眼科診所,高雄市,左營區,左營大路462號1樓、464號1樓、474號1樓,07 5858888,177490.847,2509946.098
楊家榮牙醫診所,雲林縣,虎尾鎮,中正路24號,56322370,192560.69,2622986.66
楊家福診所,高雄市,苓雅區,大順三路52號一二樓,07-7160933,180543.105,2503566.895
楊恭熙牙醫診所,臺北市,士林區,大東路137號1樓,2883-8549,302991.8463,2776064.279
楊振承家庭醫學診所,彰化縣,彰化市,中正路一段二六九號,04 7224112,203860.44,2664324.41
楊浪平骨科診所,高雄市,鳳山區,新富路602號1樓,,183088.54,2501923.4
楊浴平診所,高雄市,鹽埕區,必忠街165號,07 5214268,176344.585,2502635.902
楊海醫師診所,臺北市,大安區,新生南路2段2號6樓之2,23210205,303737.6666,2769570.258
楊骨科診所,高雄市,鳳山區,五甲一路163號,07-7428996,183776.29,2502255.1
楊骨科診所,臺南市,新化區,協興里忠孝路285號,06-5980342,178368.52,2548537.25
楊偉澤牙醫診所,新北市,土城區,和平路四之一號一樓,222746533,294680.4184,2763037.55
楊國君診所,苗栗縣,苗栗市,中山路179號1樓,037-330397,232120.372,2717675.999
楊國明身心科診所,臺東縣,臺東市,志航路一段298號,089-228865,263126.342,2520242.829
楊基中醫診所,臺北市,中山區,天祥路62號1樓,,302553.239,2772774.488
楊基瓏耳鼻喉科診所,臺中市,南區,復興路三段148之2號,04 22205778,216835.5695,2669500.84
楊崑診所,宜蘭縣,壯圍鄉,吉祥村中央路二段297號,03-9388378,329530.963,2738006.659
楊崑診所,宜蘭縣,壯圍鄉,吉祥村中央路二段297號,03-9388378,329530.963,2738006.659
楊得銘皮膚科診所,臺中市,大雅區,雅環路二段318號1及2樓,04-25653075,214263.023,2680467.957
楊啟坤耳鼻喉科診所,臺中市,豐原區,豐東路16號1樓,04-25279800,222411.9828,2682202.909
楊梅大成風澤中醫診所,桃園市,楊梅區,大成路56號1樓,03-2713303,264719.84,2755759.51
楊梅妮思媞診所,桃園市,楊梅區,新農街449號1、2樓及451號1、2樓,4880903,266049.59,2756109.87
楊梅風澤中醫診所,桃園市,楊梅區,大成路106號1樓,03-4855001,264726.88,2755872.45
楊梅康澤復健科診所,桃園市,楊梅區,大成路105號1樓、2樓及3樓,(03)2755191,264700.82,2755852.49
楊紹民心靈自然診所,臺中市,西屯區,大墩十八街157號1、2樓,04-23230055,214317.5171,2672478.22
楊章民耳鼻喉科診所,苗栗縣,竹南鎮,光復路27號1樓,476360,237742.437,2730686.654
楊博文耳鼻喉科診所,臺南市,東區,崇善里仁和路76-8號1樓,06-2903911,171121.7,2541750.56
楊博文耳鼻喉科診所,臺南市,東區,崇善里仁和路76-8號1樓,06-2903911,171121.7,2541750.56
楊博堯診所,彰化縣,員林市,中正路165號,04-8361062,206764.52,2649879
楊惠如中醫診所,高雄市,鳳山區,曹公路32號1-2樓,07-7407279,183948.14,2503445.5
楊惠芬婦產科診所,臺南市,佳里區,東寧里和平街118號,06-7220000,165771.01,2562522.1
楊景男牙醫診所,嘉義縣,梅山鄉,梅北村六鄰中山路218號,05-2627766,204791.46,2609049.75
楊朝弘診所,臺中市,西屯區,大信街50號1、2樓及52號2樓之1,04-23169555,215595.0449,2673379.242
楊朝欽內科診所,高雄市,苓雅區,三多三路238號,07-3349010,178656.03,2501780.18
楊菘宇整形外科診所,臺北市,中山區,中山北路二段2號5樓,25236655,302705.9665,2771703.567
楊診所,新竹縣,竹北市,四維街222號,35514665,251215.334,2747468.732
楊詠任中醫診所,嘉義縣,竹崎鄉,竹崎村14鄰中山路223之5號1樓,05-2612089,203992.12,2601815.98
楊超博診所,臺中市,清水區,中山路151-8號1樓,04-26229595,206736.982,2684510.496
楊進隆皮膚科診所,臺中市,清水區,南寧里光華路一六七號,04 26239333,206774.5161,2684870.862
楊進順診所,臺中市,北屯區,昌平路一段三三八號一樓,04-22492266,218572.7634,2674308.354
楊進樑婦產科診所,新竹市,東區,育賢里東門街65號1樓,03-5238226,247141.83,2744071.4
楊雅三診所,彰化縣,溪湖鎮,彰水路三段194號,04-8852106,197113.347,2650435.124
楊雲志診所,高雄市,楠梓區,軍校路676號1樓,07 3643826,177371.961,2512029.157
楊順喜小兒科診所,南投縣,魚池鄉,魚池街125之2號1樓,049-2898591,244014.9,2643307.85
楊煌榮診所,高雄市,楠梓區,加昌路九七二號,07-3618293,177120.59,2512680.88
楊照欽中醫診所,嘉義市,東區,林森東路800號1樓,05-2740826,196786.295,2598920.931
楊筱君眼科診所,彰化縣,北斗鎮,斗苑路一段一五號,04-8872929,201921.919,2640965.377
楊經偉骨科專科診所,屏東縣,東港鎮,沿海路89號1、2F,88320715,194739.26,2485284.22
楊誠恕診所,高雄市,鳳山區,工協街47號1樓,07-7016090,185415.746,2503415.231
楊寧正診所,高雄市,橋頭區,仕隆里成功南路5號,07-3660198,179226.28,2517391.65
楊寧娟內科診所,臺南市,永康區,崑山里永大路二段153號1、2樓,06-2721231,174259.57,2545065.49
楊榮超診所,高雄市,前鎮區,一心二路133號,07 3382616,178893.748,2501494.712
楊榮超診所,高雄市,前鎮區,一心二路133號,07 3382616,178893.748,2501494.712
楊銘牙醫診所,臺中市,西屯區,大洲街93號,04-23278837,214562.0363,2672728.449
楊寬弘診所,高雄市,苓雅區,凱旋二路128號,07-7241299,180533.92,2502851.86
楊慧斌耳鼻喉科診所,臺南市,東區,東光里東寧路389號,06 2369016,170962.66,2543368.28
楊慶祥中醫診所,臺南市,永康區,西灣里永大路二段295號,06-2720959,174406.2,2545563.02
楊樂濱診所,屏東縣,春日鄉,春日村春日路2號,08 8787856,211214.86,2474562.76
楊澍青診所,嘉義市,東區,民權路110號1樓,05-2776001,194648.932,2597943.951
楊錦標神經科診所,臺北市,中山區,民生西路24號5樓,225615668,302657.0403,2772266.504
楊龍駿婦產科診所,新北市,新店區,安康路二段142巷16號1樓,286665091,301671.1763,2761733.096
楊濟鴻中醫診所,高雄市,三民區,北平二街27號29號一樓,07 3123282,178290.361,2505706.973
楊聰才診所,新北市,新店區,中興路2段239號2樓,(02)2918-1299,305256.4903,2763150.549
楊聰明診所,南投縣,南投市,復興路373號,049-2239955,217933,2645274
楊聰鎰診所,臺中市,豐原區,中山路295號1樓,425278561,221067.88,2682465.04
楊鴻振診所,彰化縣,秀水鄉,彰水路二段六六一號,04-7686060,198908.392,2658659.704
楊鴻興診所,臺中市,大里區,中興路一段109之7號,04 24929969,219221.7853,2664249.241
楊燿郎耳鼻喉科診所,臺南市,永康區,埔園里中山路83號,06-3013101,173753.93,2547776.25
楊醫師小兒科診所,臺中市,北屯區,昌平路一段356之1號1樓,22430092,218572.1534,2674370.203
楊鎮安診所,南投縣,南投市,民生街47號,049-2221135,217903.96,2645071.17
楊鵬生婦產科診所,臺北市,大安區,信義路2段72號2樓,23568820,303118.0819,2769672.07
楊麗姝中醫診所,臺北市,文山區,興隆路2段220巷31弄6號（實際營業事實為第一層）,02-29341542,305780.6859,2765920.422
楊寶麟小兒科診所,高雄市,鳳山區,南京路312號,07 7479092,182757.29,2501828.61
楊繼雄內科診所,臺中市,霧峰區,大同路一號,04 23393135,219372.177,2661933.364
楓江診所,新北市,泰山區,楓江路8號1樓,22969708,293736.4478,2772763.474
楓林中醫診所,臺中市,南屯區,永春東二路73號1樓,04-2479-6919,212542.9523,2668278.418
楓林牙醫診所,新北市,鶯歌區,中正一路95號,26785670,285559.6581,2760849.533
楓城號牙醫診所,臺南市,北區,小北里西門路四段126巷2號1、2樓,06-2829911,168774.94,2545447.41
楓棕牙醫診所,臺中市,北區,華美街二段300號1樓,422939090,216310.1954,2674196.715
楓雅牙醫診所,新竹縣,竹北市,三民路534號,03-5555618,250642.259,2747672.76
楓鄰牙醫診所,臺南市,永康區,東橋里東橋一路416號1、2樓,06-3023485,171250.02,2546852.27
楠田耳鼻喉科診所,高雄市,楠梓區,德賢路531號1樓,07-3646787,178262.249,2514095.208
楠桐中醫診所,臺北市,松山區,八德路四段94號,27645115,306566.3267,2771250.62
楠梓心寬診所,高雄市,楠梓區,後昌新路128號1樓,07-3629688,177230.746,2513489.295
楠梓臻心診所,高雄市,楠梓區,右昌街656號1樓,07-3631096,176470.532,2513348.21
楠梓聯合婦產科診所,高雄市,楠梓區,建楠路95號1-2樓,07-3511316,180920.746,2514180.189
楠華診所,高雄市,楠梓區,興楠路295號1樓、2樓297號1樓、2樓,07-3533606,181497.692,2514498.193
楨品美學牙醫診所,基隆市,仁愛區,忠二路26號,02-24255255,324621.953,2780401.698
極上中醫診所,臺北市,中正區,汀州路三段105號,23650279,303466.5272,2767756.844
極上中醫診所,臺南市,新營區,民生里民生路40號1樓,06-6326256,179351.09,2578287.86
極上中醫診所,新北市,新莊區,中平路350號1樓、352號1樓,29960366,294877.0893,2771738.429
極光牙醫診所,新北市,三重區,重新路2段11之2號1樓,928514292,300300.0019,2772805.065
極光美學診所,臺北市,松山區,南京東路四段25號2樓,2547-5959,305555.2525,2771639.335
極光美學診所,臺中市,西區,東興路3段156號1樓,04-23205866,214750.3755,2671680.511
極光美學診所,桃園市,桃園區,新埔六街81號1樓及2樓,03-3150958,280518.45,2767376.22
極光美學診所,高雄市,左營區,明華一路120號2樓,07-5566620,178868.271,2507133.18
極品牙醫診所,臺北市,中山區,伊通街二十七號一樓,25010152,303989.9843,2771417.169
極致美學牙醫診所,新北市,林口區,文化三路1段463號1樓,226092690,287177.4763,2774128.53
極緻皮膚專科診所,臺北市,大安區,忠孝東路四段49巷2號7樓,27500066,305027.0075,2770543.541
極緻美學牙醫診所,臺北市,大安區,復興南路1段305號及303號2樓,27017600,304889.5765,2769725.46
極緻無雙整形外科診所,嘉義市,西區,林森西路257號1~2樓,05-2852757,193246.57,2597703.68
極緻醫美診所,臺北市,中山區,南京東路2段96號5樓,02-25222168,303613.1892,2771626.365
楷和診所,屏東縣,南州鄉,三民路89號,8.8645886,199410.18,2487893.43
楷鈞診所,臺北市,大安區,復興南路2段139號3樓,27091188,304869.8912,2769064.184
楷爾優診所,臺南市,安平區,平通里育平六街99號2樓,06-2987987,164383.6,2543685.14
歆安中醫診所,臺中市,北屯區,東山路一段204號1樓,04-24377081,220766.9665,2674146.684
歆美皮診所,新竹市,東區,關新里光復路一段362之11號1F、2F,03-5776565,251642.97,2741857.31
歆美皮診所,新竹縣,竹北市,文興路二段58號1、2樓,03-6682344,253455.69,2744470.1
毓仁自然醫學診所,臺南市,東區,和平里文化五街32號2樓,06-2903576,171219.03,2541765.83
毓元堂中醫診所,臺南市,南區,金華路二段273號1樓,2639313、0933172535,167108.19,2542737.16
源一牙醫診所,臺中市,北區,學士路176號,04 22348501,217597.5767,2672726.318
源弘生中醫診所,臺中市,東區,力行路70之2號1Ｆ,04 3608012,219029.7123,2671797.213
源生診所,高雄市,前鎮區,瑞隆路555號,07 7713285,180817.268,2500707.622
源成中醫診所,臺中市,豐原區,信義街九十三號,04-25225253,221444.5348,2682851.619
源成中醫診所,苗栗縣,通霄鎮,通東里信義路168號1樓,761752,217660.846,2709285.349
源明牙醫診所,屏東縣,屏東市,林森路89號,08 7660987,197770.69,2508157.12
源泓牙醫診所,桃園市,蘆竹區,南昌路262之1號,32222005,279446.02,2770216.63
源芳牙醫診所,桃園市,桃園區,中山路418號1樓,03 3387303,280592.13,2764933.5
源春診所,雲林縣,崙背鄉,東明村中山路媽祖巷7號,05 6962007,184065.179,2628737.492
源美牙醫診所,桃園市,桃園區,民族路178號1樓,03 3376147,281100.29,2765180.4
源茂中醫診所,雲林縣,北港鎮,大同路120號,7825282,178885.975,2607704.029
源泰牙醫診所,桃園市,中壢區,龍岡路二段八號一樓、二樓,03-4670066,273005.17,2759937.45
源泰診所,新北市,中和區,員山路183號1樓,222225875,298565.8059,2765541.38
源遠牙醫診所,基隆市,暖暖區,源遠路315號,(02)24595777,326385.903,2777000.444
源遠堂中醫診所,臺北市,士林區,文林路289號,28827666,303071.2869,2776034.535
源遠號牙醫診所,臺南市,北區,和順里公園南路355號1-2樓,06-2229919,168218.95,2544802.47
源德牙醫診所,臺中市,南屯區,黎明路二段358號1樓,04-22520728,212963.5335,2671711.847
源興時尚診所,新竹縣,竹北市,光明一路392號2、3樓,03-6573301,251253.078,2747059.951
溢恩診所,臺中市,西屯區,西屯路三段166-12號1樓、2樓,04-24616186,211027.1468,2676005.742
溪垣中醫診所,臺北市,中正區,信義路二段153號(實際營業住址:1樓、2樓),02-23411118,303342.0531,2769663.451
溪洲醫院,高雄市,旗山區,延平一路412、408號,07-6621985,196976.107,2532519.729
溪湖楊牙醫診所,彰化縣,溪湖鎮,二溪路一段六二號,04─8854159,196879.9,2650637.421
溫大慶小兒科診所,新北市,板橋區,新海路386號〈1樓〉,02-22582330,296331.5394,2768762.38
溫心中醫診所,桃園市,八德區,銀和街72號1樓,03-3772097,280071.07,2760928.28
溫牙醫診所,新竹市,東區,三民里民族路177號,03-5331081,247913.72,2744666.21
溫牙醫診所,桃園市,桃園區,朝陽街62號1樓,03 3352928,281608.76,2765530.47
溫州泰昌堂中醫診所,臺北市,大安區,溫州街86號,23638383,303765.924,2767978.622
溫?中醫診所,臺北市,中正區,忠孝東路二段134巷16號2樓,2358-4858,303645.2227,2770432.657
溫秀丹中醫診所,臺中市,豐原區,三民路36號1樓,04-25286178,221783.7111,2683191.274
溫法烈耳鼻喉科診所,新北市,泰山區,泰林路二段175號,02 9095431,293740.8111,2772577.326
溫品牙醫診所,屏東縣,東港鎮,光復路三段178180號1樓及2樓,08-8327278,193232.78,2485138.55
溫建文診所,彰化縣,鹿港鎮,景福里民權路155、157號,04-7784018,192584.17,2661418.32
溫家麟診所,宜蘭縣,羅東鎮,公正路264號,03-9571363,327510.32,2730525.01
溫時光診所,新北市,新莊區,思源路498號1、2樓,02-85222355,296447.9817,2771966.826
溫崇凱中醫診所,臺北市,中山區,南京東路二段132號6樓,25096633,303845.4258,2771625.452
溫眼科診所,高雄市,前鎮區,一心二路57號,07-5368991,179077.239,2501408.451
溫富全診所,屏東縣,里港鄉,春林村永春路67號,08 7752283,198121.81,2519670.83
溫寓牙醫診所,臺中市,西區,大墩十一街115號1、2樓,04-23206068,214592.6964,2671531.572
溫朝貴診所,高雄市,旗山區,東新街18號,07 6612558,196965.46,2531372.263
溫診所,苗栗縣,頭份市,土屯里8鄰中正路472號,37672001,241782.187,2731198.29
溫賀睿和醫院,高雄市,路竹區,延平路57號地上1樓至地上5樓,07 6963322,173925.71,2528746.77
溫聯合診所,臺南市,安南區,安東里安和路一段166號1、2、3樓,06-2562283,169413.26,2547808.07
溫鴻耳鼻喉科診所,臺中市,霧峰區,中正路872號1樓,04-23303839,219367.154,2662084.688
溱美皮膚科診所,新北市,三重區,正義北路237號1、2樓,02-29843399,300027.4497,2773544.826
滄浪診所,南投縣,草屯鎮,中山街242號,049-2333420,217761.95,2652745.7
?安診所,臺北市,中正區,和平西路一段20號5樓,23637588,302563.8624,2768828.656
?康牙醫診所,臺中市,西屯區,黎明路三段211號1樓、2樓,04-27071198,213147.8294,2674614.082
?眾內科診所,新北市,淡水區,中山北路一段101號,6229773,294591.5098,2785396.333
煌昌診所,新北市,土城區,中央路2段119之1號1樓,22600948,294638.3293,2763347.237
煌猷牙醫診所,桃園市,桃園區,慈文路309號1樓之2,03 3555849,280479.37,2766541.98
煥生牙醫診所,桃園市,中壢區,中正路240號1樓,(03)4222013,272176.59,2760850.27
煥妍美醫診所,彰化縣,員林市,三和里11鄰大同路一段285巷72號1樓,48310925,207027.67,2650825.26
煥然牙醫診所,新北市,淡水區,中山北路一段五十五號,226203844,294525.5397,2785305.364
煥顏牙醫診所,臺北市,中山區,新生北路二段33巷9號,25812525,303307.566,2771912.158
煥顏美醫診所,桃園市,桃園區,龍壽街72之1號1樓,,277159.57,2763574.2
煥顏診所,臺北市,中山區,新生北路2段33巷9號1樓,225812525,303307.566,2771912.158
煥儷美形仁愛診所,臺北市,大安區,仁愛路4段2號8樓,(02)2701-0181,304901,2770060
照仁診所,宜蘭縣,頭城鎮,吉祥路88巷27號,03-9775101,332950.168,2750203.775
照安牙醫診所,臺北市,中山區,中山北路一段96巷25號,225715021,302516.3515,2771385.306
照明眼科診所,新北市,新莊區,新泰路174號1樓及2樓,9977748,295158.1149,2770030.162
照海中醫診所,新竹縣,竹北市,六家五路一段339號1樓,03-6585703,253114.03,2744386.58
照喜診所,臺中市,潭子區,中山路二段66號1樓及夾層、2樓,04-25343366,219948.3406,2677505.137
照境中醫診所,臺北市,內湖區,文德路101巷1弄1號1樓,87978007,308856.0878,2774651.348
照耀身心精神科診所,新竹縣,竹東鎮,北興路二段66號1樓,03-5100933,259441.31,2736875.4
瑋美牙醫診所,高雄市,橋頭區,樹德路234號,07 6117506,178789.343,2518193.814
瑚璉診所,彰化縣,永靖鄉,永西村瑚璉路243號,04-8226566,203978.076,2646718.475
瑜楊診所,高雄市,岡山區,岡山路203號1樓,07-6233598   0937600587,177707.66,2521392.16
瑞仁牙醫診所,臺中市,西區,中美街228號,04 3211360,215479.4436,2671464.723
瑞文牙醫診所,臺中市,大甲區,中山路一段945號,04 26873067,212067.03,2693199.53
瑞文診所,高雄市,鳳山區,新富路330號1樓,7675688,182417.23,2501544.6
瑞比牙醫診所,臺中市,豐原區,圓環東路477號1樓,04-25261024,222245.2597,2682514.43
瑞比牙醫診所,臺北市,信義區,莊敬路478號2樓之4之6,27202202,307335.9226,2768833.701
瑞比牙醫診所,臺南市,東區,崇善里崇善路545號1-2樓及547號1-2樓,06-3356600;0958625925,171009.24,2541539.4
瑞比診所,臺中市,梧棲區,港埠路一段827巷2號1樓,04-26576117,202566.8514,2682143.052
瑞生診所,臺北市,萬華區,西園路二段250號、250號2樓、250號3樓、252號、252號2樓、252號3樓,02-23012788,299931.2495,2768970.515
瑞生醫院,高雄市,大寮區,鳳林四路192號,77838843,186765.02,2502080.54
瑞石牙醫診所,臺北市,中正區,信義路一段13之4號,02 23955177,302737.8411,2769953.723
瑞光牙醫診所,臺北市,內湖區,江南街一0二號一樓,27902015,308185.7367,2774425.448
瑞光牙醫診所,新北市,中和區,中興街134號1樓,222422130,300450.3775,2764991.75
瑞光眼科診所,臺中市,南屯區,忠勇路80-22號1樓,04-23822828,211028.3676,2672001.02
瑞光眼科診所,臺北市,中山區,南京東路一段25號、25號2樓,25236949,302895.0173,2771679.197
瑞光眼科診所,新北市,瑞芳區,明燈路三段96號,02 4966359,331224.2247,2778027.012
瑞光診所,屏東縣,長治鄉,瑞光路一段729號,926160848,199704.37,2507889.61
瑞合耳鼻喉科診所,高雄市,鳳山區,保泰路2-2號1-2樓,7688800,180782.13,2500030.66
瑞安中醫診所,高雄市,三民區,陽明路392號1樓,07 3856953,182461.265,2505210.925
瑞安牙醫診所,臺北市,大安區,建國南路二段151巷41號,27082071,304481,2769082
瑞安牙醫診所,新北市,板橋區,大智街73號1樓,02 9670314,295776.2892,2767578.759
瑞安耳鼻喉科診所,新北市,新店區,中正路140號1樓,02-89110906,297318.1207,2775301.577
瑞安耳鼻喉科診所,雲林縣,斗南鎮,新興街94號,05 5976399,196962.78,2619108.34
瑞安堂中醫診所,臺北市,萬華區,康定路258號,02-23068159,300605.2274,2770007.401
瑞安眼科診所,桃園市,龜山區,南祥路50號1樓、2樓,03-3226238,280033.63,2770945.95
瑞安診所,新竹縣,竹東鎮,中豐路二段190巷1號1樓,03-5956630,259447.868,2735075.688
瑞安診所,新北市,平溪區,平溪街9號1樓,(02)24951083,324549.0333,2768748.726
瑞安診所,高雄市,前鎮區,公正路268號,07 7616420,181204.927,2501017.818
瑞安診所,屏東縣,潮州鎮,興隆路137及139號,8.7888716,202689.26,2493786.39
瑞成中醫診所,臺中市,潭子區,潭子街三段5號,04-25365773,220232.2785,2678714.834
瑞成美學診所,臺中市,北屯區,環太東路460號1樓,04-23937570,222478.8102,2672486.719
瑞成診所,臺北市,內湖區,瑞光路258巷31號7樓,27392029,308011.5057,2774227.821
瑞竹牙醫診所,高雄市,鳳山區,瑞竹路209號1樓,07-7103622,185181.63,2503241.81
瑞竹診所,南投縣,竹山鎮,下坪里枋坪巷2-9號,049-2649319,217539.96,2628700.29
瑞竹醫典牙醫診所,新北市,淡水區,民族路27號2樓,228085143,296452.3965,2781011.65
瑞佛牙醫診所,臺北市,大安區,忠孝東路三段305號6樓,87734588,304847.0591,2770527.145
瑞佛健康管理診所,臺北市,內湖區,民權東路6段8號1、2樓(實際使用:2、3層),,307946.7827,2773117.393
瑞克牙醫診所,臺中市,烏日區,三榮路二段193號1樓,04-23373908,209091.6254,2667061.925
瑞宏中醫診所,臺北市,松山區,八德路四段673巷10號,227676663,308116.5406,2771491.917
瑞宏中醫診所,新北市,新莊區,新莊路398號,02 2033932,295280.1193,2769553.671
瑞宏牙醫診所,桃園市,桃園區,國強一街255巷2號1樓及257號1樓,03-3705767,278323.12,2764806.7
瑞宏診所,臺北市,內湖區,瑞光路258巷31號8樓、33號8樓及35號8樓,66172699,308006.2138,2774221.683
瑞杏診所,臺北市,文山區,羅斯福路六段159巷1弄12號1、2樓,229339718,304625.6643,2765653.562
瑞良中醫診所,嘉義縣,大林鎮,中山路50號1樓,52652188,194405.21,2611050.87
瑞良診所,高雄市,鳳山區,瑞隆東路212號,972979867,182162.08,2500844.81
瑞和中醫診所,新北市,新莊區,中平路363號1樓,02-89925178,294865.0437,2771573.062
瑞和耳鼻喉科診所,新北市,三重區,龍門路22號1樓夾層,(02)2975-7788,299971.2649,2773843.177
瑞和復健科診所,新北市,新莊區,中平路160號1樓,89929090,294896.6621,2771114.801
瑞和診所,臺中市,南屯區,大墩南路435號1樓、2樓,04-24713000,214401.6873,2670035.346
瑞和診所,新北市,深坑區,北深路三段99號6樓、101號6樓,(02)26623302,311148.7895,2766098.78
瑞妮絲醫美診所,臺北市,信義區,光復南路505號4樓,27220122,306272.2229,2769437.455
瑞昇牙醫診所,臺中市,大雅區,大榮街124號,04 5689128,214682.1398,2680020.083
瑞昇牙醫診所,高雄市,大寮區,鳳林四路184號,07-7829396,186779.11,2502063.04
瑞明中醫診所,基隆市,信義區,東信路一五六之一號,(02)24661119,327162.87,2780167.362
瑞明眼科診所,宜蘭縣,蘇澳鎮,中山路一段147號,03-9951020,335864.22,2721270.51
瑞明眼科診所,新北市,板橋區,文化路1段13號1、2F,229685558,296204.0838,2766974.078
瑞明診所,新北市,土城區,廣明街63巷2弄1號1樓,(02)8966-3353,295890.1917,2765143.422
瑞東診所,臺中市,南屯區,文山三街133巷11號1、2、3、4、5樓,04-2389-2301,210601.5092,2671087.841
