綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,緯度,經度,緯度,經度,TWD97X,TWD97Y,基地面積(公頃),基地長度(公里),基地長度換算面積(公頃),補助單位,基地類型,基地類型(校正),維運單位類型,列管狀態,管理單位,地址,聯絡人,聯絡電話,認養單位,認養期限,迄今認養年度,喬木總數量(株),本年度之建議樹種增植數量(株),年度,獎項名稱,,
apr-978,99,高雄市,美濃國中,-,203195,2532625,22.8941,120.5438,203197.15,2532629.07,0.045,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立美濃國民中學,高雄市美濃區中正路一段191號,總務主任,07-6816166*31,-,-,-,-,-,-,-,,
apr-979,99,高雄市,金山國小,-,188215,2523517,22.8113,120.3981,188211.62,2523513.90,0.026,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市燕巢區金山國民小學,高雄市燕巢區番田路29號,總務主任,07-6164328,中國鋼鐵結構股份有限公司,113年10月2日- 115年10月1日,連續2年,-,-,-,-,,
apr-980,99,高雄市,文賢國小,-,170115,2534132,22.9064,120.2213,170117.03,2534129.88,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市湖內區文賢國民小學,高雄市湖內區中正路二段39號,總務主任,07-6993061*40,-,-,-,-,-,-,-,,
apr-981,99,高雄市,大華國小,-,183035,2505880,22.6519,120.3484,183031.92,2505884.50,0.045,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳥松區大華國民小學,高雄市鳥松區大華路200號,總務主任,07-3701359*40,-,-,-,-,-,-,-,,
apr-982,99,高雄市,龍目國小,-,189238,2509933,22.6887,120.4086,189235.34,2509933.60,0.026,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大樹區龍目國民小學,高雄市大樹區龍目路56號,總務主任楊明達,"07-6514110*40
0936412143",豐興磚廠股份有限公司、中華紙漿股份有限公司久堂廠,108年7月20日-  114年7月19日              108年8月12日-  115年8月11日,連續6年、連續7年,-,-,-,-,,
apr-983,99,高雄市,竹後國小,-,182490,2512133,22.7083,120.3429,182494.26,2512132.36,0.015,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市仁武區竹後國民小學,高雄市仁武區竹後里竹楠路250號,總務主任,07-3724460*40,高福化學工業股份有限公司,112年8月16日-  115年8月15日,連續3年,-,-,-,-,,
apr-984,99,高雄市,南隆國中,-,202204,2529595,22.8667,120.5342,202202.65,2529598.05,0.038,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立南隆國民中學,高雄市美濃區南中街3號,總務主任,07-6831153*32,-,-,-,-,-,-,-,,
apr-985,99,高雄市,九曲國小,-,190724,2506283,22.6558,120.4232,190721.35,2506284.61,0.035,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大樹區九曲國民小學,高雄市大樹區九曲路498號,總務主任,07-6512541*40,中華紙漿股份有限公司久堂廠,107年8月12日-  115年8月11日,連續7年,-,-,-,-,,
apr-986,102,高雄市,大寮區大寮國中,-,187565,2500510,22.6035,120.3927,187563.11,2500505.79,0.547,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市立大寮國民中學,高雄市大寮區進學路150號,總務主任,07-7837091,長春人造樹脂廠股份有限公司、長春石油化學股份有限公司、大連化學工業股份有限公司,110年9月24日-  114年9月23日,連續4年,-,-,112,績優獎,,
apr-987,102,高雄市,鹽埕區鹽埕國中,-,176812,2502684,22.6227,120.2880,176808.64,2502679.52,0.178,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立鹽埕國民中學,高雄市鹽埕區新樂街46號,總務主任,07-5211283,-,-,-,-,-,-,-,,
apr-988,102,高雄市,楠梓區楠梓國中,-,181731,2514850,22.7328,120.3354,181735.89,2514848.78,0.039,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立楠梓國民中學,高雄市楠梓區楠梓路336號,總務主任陳梵禮,07-3517191-32,-,-,-,-,-,-,-,,
apr-989,102,高雄市,大樹區大樹國中,-,191689,2506426,22.6571,120.4326,191687.97,2506424.85,0.124,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立大樹國民中學,高雄市大樹區九曲路500號,總務主任,07-6512026,-,-,-,-,-,-,-,,
apr-990,102,高雄市,楠梓區楠梓國小,-,181009,2514867,22.7329,120.3283,181006.65,2514863.14,0.084,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市楠梓區楠梓國民小學,高雄市楠梓區楠梓路262號,總務主任,07-3511140#1310,國巨股份有限公司高雄廠,111年6月13日-115年6月12日,連續4年,-,-,-,-,,
apr-991,102,高雄市,大寮區溪寮國小,-,190443,2503413,22.6299,120.4206,190442.97,2503417.69,0.030,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大寮區溪寮國民小學,高雄市大寮區溪寮路69號,總務主任,07-6516256,國巨股份有限公司大發分公司,111年3月21日-115年3月20日,連續4年,-,-,-,-,,
apr-992,102,高雄市,林園區汕尾國小,-,190268,2486517,22.4773,120.4195,190264.23,2486520.61,0.052,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市林園區汕尾國民小學,高雄市林園區北汕路58巷2號,總務主任陳谷庭,0937470676,李長榮化學工業股份有限公司林園廠       ,108年9月1日-  115年6月7日,連續6年,-,-,-,-,,
apr-993,102,高雄市,大社區觀音國小,-,183805,2513731,22.7228,120.3556,183805.98,2513732.28,0.260,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大社區觀音國民小學,高雄市大社區文明路100號,總務主任,07-3525583,國巨股份有限公司高雄廠,109年6月13日-  115年6月12日,連續6年,-,-,-,-,,
apr-994,102,高雄市,燕巢區燕巢國小,-,184903,2521748,22.7952,120.3659,184898.37,2521744.89,0.110,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市燕巢區燕巢國民小學,高雄市燕巢區中華路177號,總務主任,07-6161495#140,萬機鋼鐵工業股份有限公司,112年8月11日-  115年8月10日,連續3年,-,-,-,-,,
apr-995,102,高雄市,大樹區九曲國小,-,190724,2506283,22.6558,120.4232,190721.35,2506284.61,0.107,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大樹區九曲國民小學,高雄市大樹區九曲路498號,總務主任,6512541#40,中華紙漿股份有限公司久堂廠,107年8月12日-  115年8月11日,連續7年,-,-,-,-,,
apr-996,102,高雄市,旗山區圓潭國小,-,1990050,2536994,22.0576,120.5034,199067.00,2537001.00,0.120,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市旗山區圓潭國民小學,高雄市旗山區旗甲路三段179號,郭佳玉,07-6691476,-,-,-,-,-,-,-,,
apr-997,102,高雄市,永安區永安國小,-,170443,2523914,22.8142,120.2250,170442.95,2523917.82,0.085,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市永安區永安國民小學,高雄市永安區永華路49號,總務主任,07-6912011,勝一化工股份有限公司,109年8月28日-  115年8月27日,連續5年,-,-,-,-,,
apr-998,102,高雄市,湖內區明宗國小,-,170245,2534121,22.9063,120.2225,170240.07,2534118.16,0.085,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市湖內區明宗國民小學,高雄市湖內區保生路103號,總務主任,07-6991350-40,-,-,-,-,-,-,-,,
apr-999,102,高雄市,前鎮區樂群國小,-,181109,2500855,22.6064,120.3299,181107.85,2500854.58,0.350,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區樂群國民小學,高雄市前鎮區育樂路61號,總務主任,0919852068,-,-,-,-,-,-,-,,
apr-1000,102,高雄市,美濃區南隆國中,-,202204,2529595,22.8667,120.5342,202202.65,2529598.05,0.084,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立南隆國民中學,高雄市美濃區南中街3號,總務主任,07-6831153#32,-,-,-,-,-,-,-,,
apr-1001,103,高雄市,高雄市空氣品質淨化區設置計畫-高雄市立前金國中,-,177077,2503468,22.6298,120.2906,177079.66,2503464.45,0.096,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立前金國民中學,高雄市前金區六合二路278號,總務主任王銘輝,07-2725981*33,-,-,-,-,-,-,-,,
apr-1002,104,高雄市,104年度高雄市內門觀亭國民小學環境綠美化改善執行計畫,-,193914,2535257,22.9175,120.4532,193911.68,2535251.93,0.053,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市內門區觀亭國民小學,高雄市內門區中正路203號,李博文總務主任,07-667-1672#50,-,-,-,-,-,-,-,,
apr-1003,104,高雄市,高雄市田寮區崇德國民小學校園空氣污染防制及綠化計畫,-,186285,2530910,22.8780,120.3790,186281.93,2530908.06,0.154,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市田寮區崇德國民小學,高雄市田寮區崇德路101號,總務主任,07-636-7155,-,-,-,-,-,-,-,,
apr-1004,104,高雄市,路竹國小空氣品質淨化,-,173975,2528628,22.8569,120.2592,173977.60,2528628.29,0.034,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市路竹區路竹國民小學,高雄市路竹區中山路712巷16號,總務主任,"07-6962128*841
0927001893",-,-,-,-,-,-,-,,
apr-1005,104,高雄市,高雄市鹽埕區忠孝國小104年空氣品質淨化校園綠意好學,-,176455,2502513,22.6212,120.2846,176458.32,2502515.09,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鹽埕區忠孝國民小學,高雄市鹽埕區大智路71號,總務主任,07-551-4887,-,-,-,-,-,-,-,,
apr-1006,104,高雄市,高雄市前鎮區瑞祥國民小學運動場草皮種植計畫,-,180766,2500190,22.6004,120.3266,180765.57,2500191.72,0.168,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區瑞祥國民小學,高雄市前鎮區班超路20號,總務主任,07-722-1212#731,-,-,-,-,-,-,-,,
apr-1007,104,高雄市,高雄市立大義國民中學空氣品質淨化區綠美化計畫,-,177338,2508379,22.6742,120.2929,177339.46,2508379.92,0.063,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立大義國民中學,高雄市左營區翠華路687號,吳文雄總務主任,07-582-0109#33,-,-,-,-,-,-,-,,
apr-1008,104,高雄市,104年度正義國民小學空氣品質淨化區申請計畫,-,182078,2500486,22.6031,120.3394,182082.95,2500484.81,0.053,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區正義國民小學,高雄市鳳山區南昌街55號,總務主任,07-771-4440#40,-,-,-,-,-,-,-,,
apr-1009,104,高雄市,校園綠化植草計畫,-,185863,2503220,22.6279,120.3761,185867.72,2503214.71,0.330,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區中正國民小學,高雄市鳳山區勝利路2號,總務主任,07-7012831#131,-,-,-,-,-,-,-,,
apr-1010,104,高雄市,一甲國小校園綠化計畫,-,175117,2530621,22.8749,120.2702,175116.35,2530615.94,0.070,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市路竹區一甲國民小學,高雄市路竹區大智路43號,總務主任,07-6962454,-,-,-,-,-,-,-,,
apr-1011,105,高雄市,前金國中校園綠化計畫,-,177927,2503232,22.6277,120.2989,177931.77,2503227.87,0.068,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立前金國民中學,高雄市前金區六合二路278號,總務主任王銘輝,07-2725981*33,-,-,-,-,-,-,-,,
apr-1012,105,高雄市,獅甲國中校園綠化計畫,-,179630,2500645,22.6044,120.3155,179626.34,2500639.85,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立獅甲國民中學,高雄市前鎮區中山三路43號,總務主任,07-3331522*31,台虹科技股份有限公司,110年1月19日-  111年1月18日,連續1年,-,-,-,-,,
apr-1013,104,高雄市,旗津國小校園綠化計畫,-,175016,2501220,22.6094,120.2706,175012.69,2501215.41,0.223,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄旗津區旗津國民小學,高雄市旗津區中洲三路623號,總務主任,07-5715133-731,-,-,-,-,-,-,-,,
apr-1014,107,高雄市,鳳山區誠正國小「誠正草正澄」空品淨化區,-,184667,2501984,22.6167,120.3645,184670.00,2501979.55,0.052,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區誠正國民小學,高雄市鳳山區國校巷78號,總務主任,07-746-3417#40,-,-,-,-,-,-,-,,
apr-1015,107,高雄市,大同國小空品淨化區-天然草皮舖植工程,-,177850,2503166,22.6271,120.2981,177849.22,2503161.82,0.065,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市新興區大同國民小學,高雄市新興區大同一路231號,總務主任,07-2823039#731,-,-,-,-,-,-,-,,
apr-1016,107,高雄市,107年度校園揚塵改善計畫空品淨化區,-,177850,2503166,22.6271,120.2981,177849.22,2503161.82,0.270,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立中正高級中學,高雄市楠梓區藍昌路416號,總務主任林明賢,07-7491992#8302,-,-,-,-,-,-,-,,
apr-1017,108,高雄市,高雄市苓雅區福東國民小學空氣品質淨化區設置計畫,-,180891,2502916,22.6250,120.3277,180890.96,2502915.24,0.087,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市苓雅區福東國民小學,高雄市苓雅區(802029)福德三路96號,總務主任 楊祐綸,07-7510048-131,-,-,-,-,-,-,-,,
apr-1018,108,高雄市,高雄市立大洲國民中學品質淨化區設置計畫,-,194714,2526070,22.8346,120.4613,194709.00,2526068.96,0.065,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立大洲國民中學,高雄市旗山區新南巷5號,總務主任何建輝,07-6661378  ,-,-,-,-,-,-,-,,
apr-1019,108,高雄市,仁武好GREEN校園空氣品質淨化區設置計畫,-,183190,2511337,22.7011,120.3497,183189.37,2511332.00,0.206,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市仁武區仁武國民小學,高雄市仁武區中正路94號,總務主任,07-3711126-40,-,-,-,-,-,-,-,,
apr-1020,108,高雄市,高雄市大寮區忠義國民小學空氣品質淨化區設置計畫,-,212867,2543431,22.9919,120.6378,212867.66,2543432.03,0.007,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大寮區忠義國民小學,高雄市大寮區忠義路1號,黃以周總務主任,07-7812858-40,達成聚化股份有限公司,109年7月11日-  115年7月10日,連續5年,-,-,-,-,,
apr-1021,108,高雄市,高雄市三民區陽明國民小學空氣品質淨化區設置計畫,-,181762,2505221,22.6459,120.3361,181764.79,2505225.69,0.086,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區陽明國民小學,高雄市三民區義德路52號,郭俐君總務主任,07-3851916-732,-,-,-,-,-,-,-,,
apr-1022,108,高雄市,108年度高雄市瑞豐國小綠美化工程,-,181718,2500909,22.6069,120.3358,181714.69,2500907.24,0.057,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市前鎮區瑞豐國民小學,雄市前鎮區瑞隆路100號,楊志億總務主任,07-7110846,台虹科技股份有限公司,109年1月19日- 115年1月18日,連續5年,-,-,-,-,,
apr-1023,109,高雄市,109年度高雄市文華國小綠美化工程,-,183434,2503985,22.6348,120.3524,183434.79,2503989.17,0.055,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市鳳山區文華國民小學,高雄市鳳山區文化路52號,宋俊賢總務主任,07-7450949,可威環境資源股份有限公司,114年10月29日- 115年10月28日,114年新增認養,-,-,-,-,,
apr-1024,109,高雄市,109年度高雄市竹後國小綠美化工程,-,181734,2512293,22.7097,120.3355,181734.71,2512290.77,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市仁武區竹後國民小學,高雄市仁武區竹後里竹楠路250號,總務主任, 07-3724460,高福化學工業股份有限公司, 112年8月16日-  115年8月15日,連續3年,-,-,-,-,,
apr-1025,109,高雄市,109年度高雄市王公國小綠美化工程,-,187015,2489635,22.5053,120.3878,187014.76,2489634.05,0.088,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市林園區王公國民小學,高雄市林園區王公二路100號,總務主任, 07-6420503,亞洲聚合股份有限公司林園廠、台灣中油股份有限公司石化事業部,111年7月19日- 115年7月18日、 112年4月14日- 115年4月13日 ,連續4年、連續3年,-,-,-,-,,
apr-1026,110,高雄市,110年度王公國小校園空氣污染防制綠化工程,-,187036,2489566,22.5047,120.3880,187035.07,2489567.52,0.065,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市林園區王公國民小學,高雄市林園區王公二路100號,總務主任, 07-6420503,亞洲聚合股份有限公司林園廠、台灣中油股份有限公司石化事業部,111年7月19日- 115年7月18日、 112年4月14日- 115年4月13日 ,連續4年、連續3年,-,-,-,-,,
apr-1027,110,高雄市,110年度油廠國小空品淨化計畫,-,178399,2512131,22.7081,120.3030,178394.98,2512128.91,0.058,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市楠梓區油廠國民小學,高雄市楠梓區左楠路4號,總務主任, 07-3632300,李長榮化學工業股份有限公司楠梓分公司,  114年9月4日-  115年9月3日,114新增認養,-,-,-,-,,
apr-1028,109,高雄市,109年忠孝國民小學既有前庭改善計畫,-,183137,2502148,22.6182,120.3496,183138.95,2502152.26,0.120,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區忠孝國民小學,高雄市鳳山區新富路630號,總務主任,07-7632257,-,-,-,-,-,-,-,,
apr-1029,109,高雄市,陽明國中前庭揚塵改善計畫,-,182248,2504923,22.6432,120.3408,182246.54,2504924.56,0.105,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立陽明國民中學,高雄市三民區義華路166號,總務主任,07-3892919,-,-,-,-,-,-,-,,
apr-1030,110,高雄市,110年度高雄市大同國小校園空氣品質淨化區,-,177906,2503169,22.6272,120.2987,177910.95,2503172.60,0.018,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市新興區大同國民小學,高雄市新興區大同一路231號,總務主任,07-2823039,-,-,-,-,-,-,-,,
apr-1031,110,高雄市,110年度空品淨化區花台植栽改善工程(采菊樓),-,1795252,2501048,22.6081,120.3145,179525.00,2501048.00,0.005,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區民權國民小學,高雄市前鎮區沱江街200號,總務主任,07-3892919,富岳冷凍食品廠股份有限公司,112年10月20日- 113年10月19日,連續1年,-,-,-,-,,
apr-1032,109,高雄市,109年大樹區興田國民小學小園綠化植栽計畫,-,193097,2515645,22.7404,120.4460,193099.55,2515643.66,0.077,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,大樹區興田國民小學,高雄市大樹區興田路59號,總務主任,07-6561527,中華紙漿股份有限公司久堂廠,111年8月12日- 115年8月11日,連續4年,-,-,-,-,,
apr-1033,110,高雄市,110年岡山區壽天國民小學空氣品質淨化區,-,177313,2522162,22.7987,120.2920,177312.82,2522166.90,0.055,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,岡山區壽天國民小學,高雄市岡山區公園東路55號,總務主任,07-6246040#840,春雨工廠股份有限公司,112年3月14日- 115年3月13日 ,連續3年,-,-,-,-,,
apr-1034,110,高雄市,110年鼓山區壽山國民小學空氣品質淨化區,-,176020,2503913,22.6338,120.2803,176023.01,2503912.47,0.045,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鼓山區壽山國民小學,高雄市鼓山區鼓山二路37巷38弄24號,總務主任洪志騰,07-5514393-310,-,-,-,-,-,-,-,,
apr-1035,111,高雄市,111年高雄市立中正高中空品淨化區設置計畫,-,182055,2503064,22.6264,120.3390,182053.27,2503065.06,0.083,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立中正高中,高雄市苓雅區中正一路8號,總務主任,07-7491992,-,-,-,-,-,-,-,,
apr-1036,111,高雄市,111年高雄市前鎮區紅毛港國小空品淨化區設置計畫,-,181524,2498369,22.5840,120.3341,181528.59,2498372.24,0.082,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區紅毛港國民小學,高雄市前鎮區明鳳七街1號,總務主任,07-7917608,-,-,-,-,-,-,-,,
apr-1037,111,高雄市,111年高雄市旗山區大洲國中空品淨化區設置計畫,-,194650,2526147,22.8353,120.4607,194647.70,2526146.70,0.044,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立大洲國民中學,高雄市旗山區新南巷5號,總務主任何建輝,07-6661378  ,-,-,-,-,-,-,-,,
apr-1038,111,高雄市,111年高雄市大寮區潮寮國小空品淨化區設置計畫,-,190885,2496297,22.5656,120.4252,190888.37,2496295.84,0.140,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大寮區潮寮國民小學,高雄市大寮區潮寮路61號,總務主任,07-7875075,長春人造樹脂廠股份有限公司,111年12月14日- 114年3月15日,連續3年,-,-,-,-,,
apr-1039,111,高雄市,111年高雄市美濃區龍山國小空品淨化區設置計畫,-,204483,2529374,22.8647,120.5564,204480.03,2529369.56,0.025,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市美濃區龍山國民小學,高雄市美濃區龍山街62號,總務主任,07-6833654,-,-,-,-,-,-,-,,
apr-1040,111,高雄市,111年高雄市鳳山區文華國小空品淨化區設置計畫,-,183522,2504038,22.6352,120.3532,183517.22,2504033.10,0.030,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市鳳山區文華國民小學,高雄市鳳山區文化路52號,總務主任,07-7450949,可威環境資源股份有限公司,114年10月29日- 115年10月28日,114年新增認養,-,-,-,-,,
apr-1041,111,高雄市,111年高雄市小港區桂林國小空品淨化區設置計畫,-,183231,2498218,22.5827,120.3507,183234.91,2498220.76,0.093,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區桂林國民小學,高雄市小港區桂陽路390號,總務主任,07-7910766,台灣電力股份有限公司大林發電廠,114年08月08日- 115年08月07日,114新增認養,-,-,-,-,,
apr-1042,111,高雄市,111鼓山區龍華國民小學空氣品質淨化區,-,177855,2506332,22.6557,120.2980,177853.88,2506328.85,0.093,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市鼓山區龍華國民小學,高雄市鼓山區大順一路858號,總務主任,07-5553086,中鴻鋼鐵股份有限公司,113年12月23日- 114年12月22日,連續1年,-,-,-,-,,
apr-1043,111,高雄市,111小港區華山國民小學空氣品質淨化區,-,184793,2496569,22.5678,120.3659,184790.91,2496564.13,0.140,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區華山國民小學,高雄市小港區華仁街1號,總務主任,07-8062280,台灣電力股份有限公司大林發電廠,114年7月1日- 115年6月30日,114年新增認養,-,-,112,112年績優獎,,
apr-1044,111,高雄市,111三民區河堤國民小學空氣品質淨化區,-,179573,2507145,22.6631,120.3147,179574.01,2507140.28,0.019,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區河堤國民小學,高雄市三民區裕誠路3號,總務主任,07-3436556,-,-,-,-,-,-,-,,
apr-1045,111,高雄市,111苓雅區福東國民小學空氣品質淨化區,-,180809,2502867,22.6246,120.3269,180808.52,2502871.31,0.009,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市苓雅區福東國民小學,高雄市苓雅區福德三路96號,總務主任,07-6962254,-,-,-,-,-,-,-,,
apr-1046,111,高雄市,111年路竹區大社國民小學空氣品質淨化區,-,174525,2529704,22.8666,120.2645,174526.87,2529699.72,0.047,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市路竹區大社國民小學,高雄市路竹區大社路243號,總務主任,07-6962254,-,-,-,-,-,-,-,,
apr-1047,111,高雄市,111年鳳山區鎮北國民小學空氣品質淨化區,-,185010,2504824,22.6424,120.3677,185011.06,2504823.97,0.110,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區鎮北國民小學,高雄市鳳山區鳳北路170號,總務主任,07-7311709,-,-,-,-,-,-,-,,
apr-1048,93,高雄市,鳳山區國泰公園L型垃圾掩埋場綠化工程,-,184164,2501713,22.6143,120.3596,184165.12,2501715.95,2.500,-,-,環保局,污染場址復育與綠化,垃圾場/廢棄物堆置場綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,章世堯,07-7998366-136,-,-,-,-,-,-,-,,
apr-1049,95,高雄市,社會教育館(95裸露地計畫執行),-,184225,2496227,22.5647,120.3604,184223.82,2496223.28,1.187,-,-,環保局,其他,其他,企業認養,設置中,高雄市立社會教育館,高雄市小港區學府路115號,陳崇立組長,"07-8034473#236
0937313031","台灣中油股份有限公司煉製事業部大林煉油廠、
中國石油化學開發股份有限公司小港廠",103年2月10日- 115年12月20日                 104年1月19日- 115年12月31日 ,"連續12年
連續10年",-,-,103~104，106~112,103年特優獎、104年優勝獎、106-107年特優獎、108年貢獻獎、109-110特殊貢獻獎、111年服務模範獎、112年績優獎,,
apr-1050,101,高雄市,101年度空氣污染防制基金設置空氣品質淨化區-內門區第七公墓納骨堂周邊綠美化工程,-,192447,2534866,22.9140,120.4389,192443.34,2534869.88,0.015,-,-,環保局,其他,其他,自行維運,設置中,高雄市殯葬管理處,高雄市三民區本館路600巷20號,石雪?、鄭淑雅、洪國泰,"07-6671211
內門07-6672061
0920589131",-,-,-,-,-,-,-,,
apr-1051,101,高雄市,101年度鳳山區高鳳路、過埤公園綠美化工程,-,"184803
183754","2498990
2499388",22.5897,120.3659,184801.21,2498989.16,0.554,-,-,環保局,其他,其他,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,章世堯,"07-7998366-136
",-,-,-,-,-,-,-,,
apr-1052,99,高雄市,橋頭區殯儀館周邊綠化工程,-,177893,2517664,22.7581,120.2979,177897.24,2517668.14,0.045,-,-,環保局,其他,其他,自行維運,設置中,高雄市政府民政局殯葬管理處橋頭分館,高雄市三民區本館路600巷20號,方瑞昌 宋隆文,07-6128891,-,-,-,-,-,-,-,,
apr-1053,112,高雄市,岡山區嘉興國小空品淨化區設置計畫,-,178751,2524684,22.8215,120.3059,178751.78,2524684.91,0.119,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市岡山區嘉興國民小學,高雄市岡山區嘉興路322號,劉世華總務主任,07-6212414#40,慶達科技股份有限公司,113年3月15日- 115年3月14日,連續2年,-,-,-,-,,
apr-1054,112,高雄市,仁武區八卦國小空品淨化區設置計畫,-,180597,2510214,22.6909,120.3245,180595.15,2510214.07,0.049,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市仁武區八卦國民小學,高雄市仁武區永仁街555號,黃偉揚總務主任,07-3718964#50,台灣塑膠工業股份有限公司,112年12月18日- 115年12月27日,連續3年,-,-,-,-,,
